Object Center X,"	Object Center Y","	X Left","	Y Top","	X Right","	Y Bottom","	Area","	Orientation","	Frame #","	Time / s","	Aspect Ratio","	Pixel Threshold","	Max Droplet Width / um","	Contact Droplet Width / um","	Volume (slices) / um3","	Volume (cap) / um3","	Volume-equivalent radius / um","	Volume-equivalent diameter / um","	Height of spherical cap / um","	Contact angle / degrees","	Surface area / um2"
59.357719,84.335602,30,59,90,106,2351,177.430862,146,2.433333,1.276596,144,40.358744,34.304933,29763.54754,31154.65159,19.224956,38.449913,31.61435,123.035629,4064.197409
59.332191,84.372429,30,59,89,106,2336,178.109711,147,2.45,1.255319,144,39.686099,33.632287,29420.54213,30587.31826,19.150819,38.301638,31.61435,123.981647,4028.306534
59.276878,84.322952,30,59,89,106,2344,178.259445,148,2.466667,1.255319,144,39.686099,33.632287,29582.12516,30587.31826,19.185815,38.37163,31.61435,123.981647,4028.306534
59.277252,84.449356,30,59,89,106,2330,177.751236,149,2.483333,1.255319,144,39.686099,34.304933,29316.80391,31154.65159,19.128284,38.256567,31.61435,123.035629,4064.197409
59.32576,84.372055,30,59,89,106,2333,177.939987,150,2.5,1.255319,144,39.686099,33.632287,29324.21378,30587.31826,19.129895,38.25979,31.61435,123.981647,4028.306534
59.225697,84.373016,30,59,89,106,2335,177.443985,151,2.516667,1.255319,144,39.686099,33.632287,29425.56172,30587.31826,19.151908,38.303816,31.61435,123.981647,4028.306534
59.240566,84.370071,30,59,89,106,2332,178.124344,152,2.533333,1.255319,144,39.686099,33.632287,29304.8525,30587.31826,19.125684,38.251368,31.61435,123.981647,4028.306534
59.251286,84.349487,30,59,89,106,2332,178.059433,153,2.55,1.255319,144,39.686099,33.632287,29284.29608,30587.31826,19.121211,38.242422,31.61435,123.981647,4028.306534
59.191238,84.572853,30,60,89,106,2306,178.30658,154,2.566667,1.282609,144,39.686099,34.304933,28947.74443,29810.07835,19.047678,38.095356,30.941704,121.996601,3932.005275
59.216774,84.375053,30,59,89,106,2325,177.459503,155,2.583333,1.255319,144,39.686099,33.632287,29148.76711,30587.31826,19.091667,38.183335,31.61435,123.981647,4028.306534
59.278759,84.467468,30,59,89,106,2321,178.262619,156,2.6,1.255319,144,39.686099,33.632287,29118.1715,30587.31826,19.084985,38.169971,31.61435,123.981647,4028.306534
59.118183,84.552383,30,59,89,106,2310,178.092239,157,2.616667,1.255319,144,39.686099,33.632287,29016.10648,30587.31826,19.06266,38.125321,31.61435,123.981647,4028.306534
59.151188,84.504532,30,60,89,106,2315,177.539597,158,2.633333,1.282609,144,39.686099,33.632287,29130.60097,29254.81594,19.0877,38.175401,30.941704,122.953763,3896.1144
59.191452,84.57872,30,60,89,106,2293,178.086334,159,2.65,1.282609,144,39.686099,33.632287,28651.58853,29254.81594,18.982498,37.964996,30.941704,122.953763,3896.1144
59.285839,84.509308,30,59,89,106,2309,178.402313,160,2.666667,1.255319,144,39.686099,33.632287,29000.56965,30587.31826,19.059257,38.118515,31.61435,123.981647,4028.306534
59.127289,84.594162,30,60,89,106,2294,177.859283,161,2.683333,1.282609,144,39.686099,33.632287,28680.03289,29254.81594,18.988778,37.977556,30.941704,122.953763,3896.1144
59.136719,84.534721,30,59,89,106,2304,178.044662,162,2.7,1.255319,144,39.686099,33.632287,28867.43096,30587.31826,19.030046,38.060092,31.61435,123.981647,4028.306534
59.195301,84.535019,30,59,89,106,2299,178.19281,163,2.716667,1.255319,144,39.686099,33.632287,28733.81422,30587.31826,19.00064,38.001279,31.61435,123.981647,4028.306534
59.084278,84.610481,30,60,89,106,2290,178.41539,164,2.733333,1.282609,144,39.686099,32.959641,28620.7539,28710.54881,18.975686,37.951372,30.941704,123.919694,3860.934235
59.001743,84.5,30,60,89,106,2292,178.804108,165,2.75,1.282609,144,39.686099,32.959641,28587.28996,28710.54881,18.968288,37.936575,30.941704,123.919694,3860.934235
59.000874,84.534119,30,60,89,106,2286,177.822433,166,2.766667,1.282609,144,39.686099,32.959641,28449.60974,28710.54881,18.937787,37.875575,30.941704,123.919694,3860.934235
58.756767,84.459389,30,59,89,106,2290,178.042343,167,2.783333,1.255319,144,39.686099,32.959641,28477.81506,30031.21924,18.944044,37.888087,31.61435,124.936047,3993.126369
58.771152,84.428757,30,59,89,106,2281,177.496124,168,2.8,1.255319,144,39.686099,32.959641,28248.109,30031.21924,18.892971,37.785942,31.61435,124.936047,3993.126369
58.709179,84.541039,30,60,89,106,2266,178.524338,169,2.816667,1.282609,144,39.686099,32.959641,27979.68037,28710.54881,18.832937,37.665873,30.941704,123.919694,3860.934235
58.750217,84.438431,30,59,89,106,2290,177.667358,170,2.833333,1.255319,144,39.686099,32.959641,28450.08779,30031.21924,18.937893,37.875787,31.61435,124.936047,3993.126369
58.843613,84.61013,30,60,89,106,2270,177.922928,171,2.85,1.282609,144,39.686099,32.286996,28129.79006,28177.27699,18.866556,37.733112,30.941704,124.894377,3826.464781
58.682659,84.524651,30,60,88,106,2272,177.752472,172,2.866667,1.26087,144,39.013453,32.286996,28135.04868,28177.27699,18.867731,37.735463,30.941704,124.894377,3826.464781
58.691597,84.499779,30,60,89,106,2273,178.131348,173,2.883333,1.282609,144,39.686099,32.959641,28125.72658,28710.54881,18.865647,37.731295,30.941704,123.919694,3860.934235
58.604324,84.574326,30,60,89,106,2267,178.350449,174,2.9,1.282609,144,39.686099,32.286996,28077.92095,28177.27699,18.854953,37.709905,30.941704,124.894377,3826.464781
58.65464,84.449623,30,59,88,106,2273,177.92598,175,2.916667,1.234043,144,39.013453,32.959641,28072.66233,30031.21924,18.853775,37.707551,31.61435,124.936047,3993.126369
58.656803,84.578178,30,60,89,106,2264,178.662796,176,2.933333,1.282609,144,39.686099,32.959641,27966.77285,28710.54881,18.83004,37.660081,30.941704,123.919694,3860.934235
58.636444,84.512161,30,60,88,106,2261,178.338577,177,2.95,1.26087,144,39.013453,32.286996,27838.41473,28177.27699,18.801188,37.602376,30.941704,124.894377,3826.464781
58.741577,84.555855,30,60,88,106,2256,178.757874,178,2.966667,1.26087,144,39.013453,32.959641,27758.3403,28710.54881,18.783144,37.566289,30.941704,123.919694,3860.934235
58.570217,84.671867,30,60,88,106,2243,178.175903,179,2.983333,1.26087,144,39.013453,32.286996,27583.61071,28177.27699,18.74365,37.4873,30.941704,124.894377,3826.464781
58.566254,84.462898,30,59,88,106,2264,178.074722,180,3,1.234043,144,39.013453,32.286996,27887.4155,29486.35455,18.812213,37.624426,31.61435,125.898806,3958.656915
58.487762,84.637291,30,60,88,106,2247,177.684967,181,3.016667,1.26087,144,39.013453,32.959641,27638.58719,28710.54881,18.756094,37.512189,30.941704,123.919694,3860.934235
58.53289,84.573334,30,60,88,106,2250,178.213516,182,3.033333,1.26087,144,39.013453,32.286996,27605.84033,28177.27699,18.748684,37.497368,30.941704,124.894377,3826.464781
58.524422,84.610565,30,60,88,106,2252,177.242813,183,3.05,1.26087,144,39.013453,32.959641,27719.61774,28710.54881,18.774406,37.548812,30.941704,123.919694,3860.934235
58.439426,84.663834,30,60,88,106,2237,178.664398,184,3.066667,1.26087,144,39.013453,32.286996,27445.45244,28177.27699,18.712304,37.424608,30.941704,124.894377,3826.464781
58.459484,84.532501,30,60,88,106,2246,177.654266,185,3.083333,1.26087,144,39.013453,32.286996,27553.73219,28177.27699,18.73688,37.47376,30.941704,124.894377,3826.464781
58.39064,84.736725,30,60,88,106,2222,178.593338,186,3.1,1.26087,144,39.013453,32.286996,27173.19936,28177.27699,18.650224,37.300448,30.941704,124.894377,3826.464781
58.325424,84.653984,30,60,88,106,2234,177.456589,187,3.116667,1.26087,144,39.013453,32.286996,27394.53944,28177.27699,18.700726,37.401452,30.941704,124.894377,3826.464781
58.406895,84.598923,30,60,88,106,2234,177.52002,188,3.133333,1.26087,144,39.013453,32.286996,27282.67426,28177.27699,18.675236,37.350473,30.941704,124.894377,3826.464781
58.322407,84.72699,30,60,88,106,2227,177.59729,189,3.15,1.26087,144,39.013453,32.286996,27260.44464,28177.27699,18.670163,37.340326,30.941704,124.894377,3826.464781
58.262684,84.616074,30,60,88,106,2227,177.183502,190,3.166667,1.26087,144,39.013453,32.286996,27163.39921,28177.27699,18.647982,37.295964,30.941704,124.894377,3826.464781
58.27359,84.700676,30,60,88,106,2215,178.068649,191,3.183333,1.26087,144,39.013453,32.286996,26954.01054,28177.27699,18.599942,37.199884,30.941704,124.894377,3826.464781
58.19622,84.662918,30,60,88,106,2222,177.963791,192,3.2,1.26087,144,39.013453,32.286996,27100.5348,28177.27699,18.633585,37.26717,30.941704,124.894377,3826.464781
58.231014,84.689423,30,60,88,106,2212,177.984879,193,3.216667,1.26087,144,39.013453,32.286996,26871.54582,28177.27699,18.580954,37.161908,30.941704,124.894377,3826.464781
58.201809,84.710403,30,60,88,106,2210,177.642548,194,3.233333,1.26087,144,39.013453,32.286996,26849.07717,28177.27699,18.575774,37.151548,30.941704,124.894377,3826.464781
58.16119,84.610985,30,60,87,106,2221,177.435593,195,3.25,1.23913,144,38.340807,32.286996,27013.76758,28177.27699,18.613677,37.227355,30.941704,124.894377,3826.464781
58.22126,84.86451,30,60,87,106,2192,177.9254,196,3.266667,1.23913,144,38.340807,32.286996,26588.05842,28177.27699,18.515382,37.030764,30.941704,124.894377,3826.464781
58.104168,84.713768,30,60,87,106,2208,176.92688,197,3.283333,1.23913,144,38.340807,32.286996,26807.00822,28177.27699,18.566067,37.132134,30.941704,124.894377,3826.464781
58.151226,84.757492,30,60,87,106,2202,177.307755,198,3.3,1.23913,144,38.340807,32.286996,26687.97219,28177.27699,18.538545,37.077091,30.941704,124.894377,3826.464781
58.088371,84.919411,30,60,87,106,2184,177.992187,199,3.316667,1.23913,144,38.340807,32.286996,26474.75908,28177.27699,18.489045,36.978089,30.941704,124.894377,3826.464781
58.103714,84.710594,30,60,87,106,2208,177.452713,200,3.333333,1.23913,144,38.340807,32.286996,26852.90163,28177.27699,18.576656,37.153312,30.941704,124.894377,3826.464781
58.067829,84.907425,30,60,87,106,2182,177.367187,201,3.35,1.23913,144,38.340807,32.286996,26382.49421,28177.27699,18.467541,36.935083,30.941704,124.894377,3826.464781
58.118397,84.797813,30,60,87,106,2196,176.875549,202,3.366667,1.23913,144,38.340807,32.286996,26588.05842,28177.27699,18.515382,37.030764,30.941704,124.894377,3826.464781
58.068432,84.858124,30,60,87,106,2192,177.143814,203,3.383333,1.23913,144,38.340807,32.286996,26563.19949,28177.27699,18.50961,37.019219,30.941704,124.894377,3826.464781
57.987579,84.96228,30,61,87,106,2174,177.204803,204,3.4,1.266667,144,38.340807,32.286996,26304.57102,26912.18061,18.449342,36.898683,30.269058,123.855026,3697.115488
58.016041,84.837761,30,60,87,106,2182,177.288345,205,3.416667,1.23913,144,38.340807,31.61435,26347.11804,27655.00046,18.459283,36.918567,30.941704,125.877788,3792.706037
58.020729,85.042374,30,61,87,106,2171,177.107788,206,3.433333,1.266667,144,38.340807,32.286996,26293.3367,26912.18061,18.446715,36.893429,30.269058,123.855026,3697.115488
57.957951,84.825867,30,60,87,106,2188,176.315323,207,3.45,1.23913,144,38.340807,32.286996,26459.93933,28177.27699,18.485594,36.971188,30.941704,124.894377,3826.464781
57.937012,84.882759,30,61,87,106,2175,177.381393,208,3.466667,1.266667,144,38.340807,32.286996,26233.57966,26912.18061,18.432729,36.865459,30.269058,123.855026,3697.115488
57.970127,84.950371,30,60,87,106,2176,177.146393,209,3.483333,1.23913,144,38.340807,32.286996,26307.91742,28177.27699,18.450124,36.900248,30.941704,124.894377,3826.464781
57.992191,84.912262,30,60,87,106,2177,176.869034,210,3.5,1.23913,144,38.340807,32.286996,26286.16586,28177.27699,18.445038,36.890075,30.941704,124.894377,3826.464781
57.857605,84.983818,30,61,87,106,2163,177.03775,211,3.516667,1.266667,144,38.340807,31.61435,26079.64553,26401.25792,18.396605,36.793211,30.269058,124.850872,3663.356744
57.999538,84.905701,30,60,87,106,2174,176.461578,212,3.533333,1.23913,144,38.340807,32.286996,26220.43311,28177.27699,18.42965,36.8593,30.941704,124.894377,3826.464781
57.869987,84.955742,30,60,87,106,2169,177.753281,213,3.55,1.23913,144,38.340807,32.286996,26161.87121,28177.27699,18.415919,36.831838,30.941704,124.894377,3826.464781
57.80584,84.993973,30,60,87,106,2158,176.499359,214,3.566667,1.23913,144,37.668161,32.286996,25911.13067,28177.27699,18.356896,36.713792,30.941704,124.894377,3826.464781
57.847435,84.83033,30,60,86,106,2163,177.208176,215,3.583333,1.217391,144,37.668161,31.61435,25888.423,27655.00046,18.351532,36.703064,30.941704,125.877788,3792.706037
57.743614,85.059448,30,61,86,106,2153,176.678101,216,3.6,1.244444,144,37.668161,32.286996,25873.60325,26912.18061,18.34803,36.696059,30.269058,123.855026,3697.115488
57.688335,84.929924,30,61,86,106,2169,176.027756,217,3.616667,1.244444,144,37.668161,32.286996,26156.61259,26912.18061,18.414685,36.82937,30.269058,123.855026,3697.115488
57.669445,84.93148,30,61,87,106,2160,176.579926,218,3.633333,1.266667,144,37.668161,31.61435,25936.94571,26401.25792,18.36299,36.725981,30.269058,124.850872,3663.356744
57.615314,84.903946,30,60,86,106,2155,177.176804,219,3.65,1.217391,144,37.668161,31.61435,25795.20201,27655.00046,18.329478,36.658957,30.941704,125.877788,3792.706037
57.607143,84.84137,30,60,86,106,2156,176.652435,220,3.666667,1.217391,144,37.668161,31.61435,25760.06487,27655.00046,18.321152,36.642304,30.941704,125.877788,3792.706037
57.642227,84.989792,30,61,87,106,2155,176.082275,221,3.683333,1.266667,144,38.340807,31.61435,25875.51548,26401.25792,18.348482,36.696963,30.269058,124.850872,3663.356744
57.509758,84.849907,30,61,86,106,2152,176.87587,222,3.7,1.244444,144,37.668161,31.61435,25718.47397,26401.25792,18.311287,36.622573,30.269058,124.850872,3663.356744
57.561745,84.917824,30,61,86,106,2154,176.561218,223,3.716667,1.244444,144,37.668161,31.61435,25817.43163,26401.25792,18.334742,36.669484,30.269058,124.850872,3663.356744
57.417717,84.869926,30,61,86,106,2145,177.003525,224,3.733333,1.244444,144,37.668161,30.941704,25615.93089,25901.09149,18.286918,36.573835,30.269058,125.85584,3630.308711
57.532684,84.834496,30,61,86,106,2157,176.81044,225,3.75,1.244444,144,37.668161,31.61435,25810.49982,26401.25792,18.333101,36.666202,30.269058,124.850872,3663.356744
57.595238,85.040146,30,61,86,106,2142,176.739273,226,3.766667,1.244444,144,37.668161,32.286996,25558.80316,26912.18061,18.273313,36.546627,30.269058,123.855026,3697.115488
57.660946,84.908165,30,60,86,106,2156,176.326263,227,3.783333,1.217391,144,37.668161,31.61435,25772.9724,27655.00046,18.324212,36.648423,30.941704,125.877788,3792.706037
57.496979,84.861923,30,61,87,106,2151,176.770248,228,3.8,1.266667,144,38.340807,30.941704,25690.98574,25901.09149,18.304761,36.609521,30.269058,125.85584,3630.308711
57.55685,84.948273,30,61,86,106,2146,175.936417,229,3.816667,1.244444,144,37.668161,30.941704,25648.1997,25901.09149,18.294593,36.589187,30.269058,125.85584,3630.308711
57.435047,84.891121,30,61,86,106,2140,177.032455,230,3.833333,1.244444,144,37.668161,31.61435,25473.23108,26401.25792,18.252897,36.505794,30.269058,124.850872,3663.356744
57.512894,85.060944,30,61,86,106,2133,177.378418,231,3.85,1.244444,144,37.668161,31.61435,25418.49363,26401.25792,18.239814,36.479628,30.269058,124.850872,3663.356744
57.495583,84.882843,30,61,86,106,2151,176.001709,232,3.866667,1.244444,144,37.668161,30.941704,25680.4685,25901.09149,18.302262,36.604525,30.269058,125.85584,3630.308711
57.55566,84.985909,30,61,86,106,2129,177.34404,233,3.883333,1.244444,144,37.668161,30.941704,25297.54538,25901.09149,18.210838,36.421675,30.269058,125.85584,3630.308711
57.579887,84.990135,30,61,86,106,2128,177.817368,234,3.9,1.244444,144,37.668161,31.61435,25271.49131,26401.25792,18.204584,36.409168,30.269058,124.850872,3663.356744
57.488503,84.908966,30,61,86,106,2131,178.07222,235,3.916667,1.244444,144,37.668161,30.941704,25280.81341,25901.09149,18.206822,36.413644,30.269058,125.85584,3630.308711
57.449718,85.009399,30,61,86,106,2128,178.102051,236,3.933333,1.244444,144,37.668161,30.941704,25330.29224,25901.09149,18.218692,36.437384,30.269058,125.85584,3630.308711
57.525154,84.955338,30,61,86,106,2127,177.909454,237,3.95,1.244444,144,37.668161,31.61435,25230.6175,26401.25792,18.194764,36.389528,30.269058,124.850872,3663.356744
57.541569,84.716209,30,60,86,106,2153,179.814819,238,3.966667,1.217391,144,37.668161,30.941704,25455.30397,27143.71922,18.248614,36.497229,30.941704,126.869898,3759.658003
57.560909,84.364059,30,58,86,106,2159,1.350692,239,3.983333,1.166667,144,37.668161,30.941704,24979.63793,29761.87434,18.134232,36.268465,32.286996,128.795625,4026.885113
57.589527,84.65638,30,59,86,106,2139,1.313173,240,4,1.191489,144,37.668161,30.941704,24909.36365,28430.32813,18.117211,36.234422,31.61435,127.849289,3891.850137
57.509739,85.019005,30,60,86,106,2105,0.939954,241,4.016667,1.217391,144,37.668161,30.941704,24611.05651,27143.71922,18.044598,36.089196,30.941704,126.869898,3759.658003
57.522488,85.111008,30,61,86,106,2090,1.185478,242,4.033333,1.244444,144,37.668161,30.941704,24454.49306,25901.09149,18.006253,36.012506,30.269058,125.85584,3630.308711
57.483093,85.367149,30,62,86,106,2070,178.668655,243,4.05,1.272727,144,37.668161,30.941704,24296.73448,24701.48883,17.967449,35.934899,29.596413,124.805408,3503.80226
57.426422,85.444389,30,62,86,106,2059,179.787506,244,4.066667,1.272727,144,37.668161,30.941704,24129.65379,24701.48883,17.926169,35.852339,29.596413,124.805408,3503.80226
57.523018,85.533791,30,62,86,106,2042,179.34201,245,4.083333,1.272727,144,37.668161,30.941704,23847.83959,24701.48883,17.856108,35.712217,29.596413,124.805408,3503.80226
57.296719,85.83847,30,63,86,106,2012,178.471512,246,4.1,1.302326,144,37.668161,30.941704,23503.63904,23543.95512,17.769785,35.539569,28.923767,123.716798,3380.138651
57.411179,85.896706,30,63,86,106,2004,177.185333,247,4.116667,1.302326,144,37.668161,31.61435,23360.22214,24021.89193,17.733568,35.467136,28.923767,122.685765,3413.186684
57.368793,86.125633,30,63,86,106,1974,177.814224,248,4.133333,1.302326,144,37.668161,30.941704,22942.87897,23543.95512,17.627326,35.254652,28.923767,123.716798,3380.138651
57.324352,86.127098,30,63,85,106,1967,177.774597,249,4.15,1.27907,144,36.995516,30.941704,22747.59297,23543.95512,17.57717,35.154339,28.923767,123.716798,3380.138651
57.340511,86.252823,30,63,86,106,1950,177.018951,250,4.166667,1.302326,144,37.668161,30.941704,22493.50603,23543.95512,17.51148,35.02296,28.923767,123.716798,3380.138651
57.309933,86.539261,30,64,86,106,1923,177.592499,251,4.183333,1.333333,144,37.668161,30.941704,22193.04763,22427.53426,17.43316,34.86632,28.251121,122.588095,3259.317883
57.30265,86.442017,30,63,86,106,1923,176.888504,252,4.2,1.302326,144,36.995516,30.941704,22021.42541,23543.95512,17.388106,34.776211,28.923767,123.716798,3380.138651
57.248684,86.616966,30,64,85,106,1898,177.517853,253,4.216667,1.309524,144,36.995516,30.941704,21672.20527,22427.53426,17.295701,34.591402,28.251121,122.588095,3259.317883
57.334045,86.626999,30,64,85,106,1874,176.978882,254,4.233333,1.309524,144,36.32287,28.923767,21210.40286,21087.30336,17.171969,34.343939,28.251121,125.783754,3164.438045
57.273453,86.685501,31,64,85,106,1876,177.865707,255,4.25,1.285714,144,36.32287,30.941704,21219.96399,22427.53426,17.174549,34.349098,28.251121,122.588095,3259.317883
56.909435,86.75148,30,64,84,106,1855,176.80307,256,4.266667,1.285714,144,35.650224,30.269058,20886.99776,21970.75144,17.084246,34.168491,28.251121,123.64282,3226.98056
56.732182,86.714905,30,64,84,106,1852,177.191269,257,4.283333,1.285714,144,35.650224,30.269058,20765.33243,21970.75144,17.051009,34.102019,28.251121,123.64282,3226.98056
56.605812,86.870613,30,65,83,106,1824,177.820358,258,4.3,1.292683,144,35.650224,30.269058,20336.03785,20905.36309,16.932688,33.865376,27.578475,122.485758,3109.002634
56.596588,86.872864,30,65,83,106,1817,177.622513,259,4.316667,1.292683,144,35.650224,30.269058,20180.90858,20905.36309,16.889522,33.779045,27.578475,122.485758,3109.002634
56.398113,87.0261,30,65,83,106,1801,176.149307,260,4.333333,1.292683,144,35.650224,30.269058,19975.34436,20905.36309,16.831981,33.663961,27.578475,122.485758,3109.002634
56.476784,87.136467,30,66,83,106,1766,174.565155,261,4.35,1.325,144,35.650224,27.578475,19489.87816,18234.66162,16.694503,33.389007,26.90583,125.729721,2871.625362
56.423748,87.150253,30,66,83,106,1777,175.361328,262,4.366667,1.325,144,35.650224,30.269058,19634.01215,19879.17536,16.735556,33.471112,26.90583,121.284493,2993.86755
56.222286,87.330315,30,66,83,106,1768,176.40007,263,4.383333,1.325,144,34.977578,30.269058,19575.9283,19879.17536,16.719037,33.438073,26.90583,121.284493,2993.86755
56.147961,87.411568,30,66,83,106,1764,175.69194,264,4.4,1.325,144,35.650224,30.269058,19563.02078,19879.17536,16.715361,33.430723,26.90583,121.284493,2993.86755
56.035591,87.467278,30,66,82,106,1742,174.860992,265,4.416667,1.3,144,34.977578,30.269058,19206.86882,19879.17536,16.613303,33.226606,26.90583,121.284493,2993.86755
55.85973,87.72998,30,66,82,106,1711,175.806396,266,4.433333,1.3,144,34.977578,28.923767,18820.83834,19037.79624,16.501248,33.002496,26.90583,123.483941,2931.325035
55.677269,87.619553,30,66,82,106,1698,175.932251,267,4.45,1.3,144,34.977578,28.923767,18493.60879,19037.79624,16.405055,32.81011,26.90583,123.483941,2931.325035
55.452866,87.852623,30,67,82,106,1676,175.915268,268,4.466667,1.333333,144,34.977578,28.923767,18247.88784,18070.88749,16.332074,32.664147,26.233184,122.265681,2819.032792
55.266228,87.888824,30,67,82,106,1664,174.453995,269,4.483333,1.333333,144,34.977578,28.923767,17993.56188,18070.88749,16.255844,32.511687,26.233184,122.265681,2819.032792
55.223099,87.983589,30,67,82,106,1645,173.894318,270,4.5,1.333333,144,34.977578,28.251121,17715.57213,17674.69831,16.171694,32.343389,26.233184,123.398488,2788.8276
55.059292,88.099632,30,68,82,106,1636,174.429794,271,4.516667,1.368421,144,34.977578,28.923767,17588.64817,17141.26713,16.132981,32.265962,25.560538,120.998551,2709.583391
54.895386,88.145233,30,68,82,106,1625,173.009949,272,4.533333,1.368421,144,34.977578,28.923767,17380.9327,17141.26713,16.069221,32.138442,25.560538,120.998551,2709.583391
54.809376,88.438751,30,68,82,106,1600,173.449219,273,4.55,1.368421,144,34.977578,28.251121,17191.86143,16755.23665,16.010741,32.021482,25.560538,122.147148,2679.378199
54.551224,88.348839,30,68,81,106,1591,172.187286,274,4.566667,1.342105,144,33.632287,28.923767,16859.85131,17141.26713,15.907004,31.814007,25.560538,120.998551,2709.583391
54.695709,88.437538,30,69,81,106,1561,170.37117,275,4.583333,1.378378,144,33.632287,26.233184,16479.31848,14797.55618,15.786416,31.572832,24.887892,124.419115,2486.420326
54.244343,88.748543,30,69,80,106,1547,171.759552,276,4.6,1.351351,144,33.632287,28.251121,16355.50189,15872.10728,15.74678,31.49356,24.887892,120.844323,2572.771639
54.242008,88.772995,30,69,80,106,1533,170.79657,277,4.616667,1.351351,144,32.959641,28.251121,16122.68847,15872.10728,15.671706,31.343413,24.887892,120.844323,2572.771639
54.111038,88.946121,30,70,80,106,1522,170.350616,278,4.633333,1.388889,144,32.959641,28.251121,15990.02784,15024.35407,15.628605,31.257209,24.215247,119.487126,2469.007921
53.998013,89.111923,30,70,80,106,1510,170.56311,279,4.65,1.388889,144,32.959641,28.251121,15916.40716,15024.35407,15.604582,31.209164,24.215247,119.487126,2469.007921
53.934139,89.315857,30,70,80,106,1488,170.899689,280,4.666667,1.388889,144,32.959641,28.251121,15664.47148,15024.35407,15.521811,31.043621,24.215247,119.487126,2469.007921
53.777321,89.637802,30,71,80,106,1455,170.289734,281,4.683333,1.428571,144,32.959641,28.923767,15255.4943,14566.5753,15.385533,30.771067,23.542601,116.876376,2398.292237
53.719555,89.629784,30,71,80,106,1437,170.711472,282,4.7,1.428571,144,32.959641,28.251121,14956.23104,14211.02091,15.284264,30.568527,23.542601,118.072487,2368.087045
53.60762,89.898376,30,71,80,106,1417,170.016144,283,4.716667,1.428571,144,32.286996,28.923767,14703.33925,14566.5753,15.197627,30.395255,23.542601,116.876376,2398.292237
53.536655,90.007118,30,72,80,106,1405,170.08667,284,4.733333,1.470588,144,32.959641,28.251121,14601.99131,13431.1517,15.162628,30.325257,22.869955,116.597141,2270.00901
53.622108,90.270233,30,72,80,106,1384,170.927109,285,4.75,1.470588,144,32.959641,28.251121,14432.04228,13431.1517,15.103574,30.207148,22.869955,116.597141,2270.00901
53.46484,90.516655,30,73,80,106,1351,170.40596,286,4.766667,1.515152,144,32.959641,28.251121,13981.4742,12683.79032,14.944732,29.889463,22.197309,115.057615,2174.773817
53.387527,90.633263,30,73,80,106,1347,170.425247,287,4.783333,1.515152,144,32.959641,28.251121,13980.04003,12683.79032,14.944221,29.888441,22.197309,115.057615,2174.773817
53.243591,90.808449,29,73,80,106,1326,169.966629,288,4.8,1.545455,144,32.959641,28.251121,13731.68977,12683.79032,14.855198,29.710397,22.197309,115.057615,2174.773817
53.278664,90.9795,29,74,80,106,1317,171.061111,289,4.816667,1.59375,144,32.959641,28.251121,13693.6843,11967.98065,14.841481,29.682962,21.524664,113.450224,2082.381465
53.271679,91.198006,29,74,80,106,1303,171.168015,290,4.833333,1.59375,144,32.959641,28.923767,13561.2627,12293.05895,14.793485,29.586971,21.524664,112.207667,2112.586657
53.104149,91.429916,28,74,80,106,1277,171.825653,291,4.85,1.625,144,32.959641,28.251121,13274.4289,11967.98065,14.688442,29.376885,21.524664,113.450224,2082.381465
53.034782,91.581024,28,75,80,106,1265,171.809814,292,4.866667,1.677419,144,32.959641,28.251121,13156.82705,11282.76659,14.644937,29.289875,20.852018,111.771054,1992.831955
53.01046,91.917938,28,75,80,106,1243,171.723923,293,4.883333,1.677419,144,33.632287,28.251121,13017.71266,11282.76659,14.593138,29.186276,20.852018,111.771054,1992.831955
52.910267,91.982216,28,76,80,106,1237,172.003357,294,4.9,1.733333,144,32.959641,28.923767,12956.04339,10931.95293,14.570057,29.140115,20.179372,108.744185,1936.330478
53.185856,92.247536,28,76,80,106,1216,172.551224,295,4.916667,1.733333,144,33.632287,28.251121,12744.02541,10627.19202,14.490143,28.980286,20.179372,110.01596,1906.125286
53.005852,92.474083,27,77,80,106,1196,173.462067,296,4.933333,1.827586,144,33.632287,28.251121,12592.48156,10000.30083,14.432478,28.864956,19.506726,108.180554,1822.261459
52.972614,92.458092,27,77,80,106,1205,173.097656,297,4.95,1.827586,144,33.632287,28.923767,12759.56224,10294.90304,14.496029,28.992058,19.506726,106.895054,1852.466651
52.812607,92.850937,27,77,79,106,1174,174.182495,298,4.966667,1.793103,144,34.304933,28.923767,12423.72768,10294.90304,14.367717,28.735434,19.506726,106.895054,1852.466651
52.627533,92.994934,27,77,80,106,1184,174.859268,299,4.983333,1.827586,144,34.977578,28.923767,12735.89846,10294.90304,14.487062,28.974124,19.506726,106.895054,1852.466651
52.710617,93.319351,27,79,80,106,1168,175.787781,300,5,1.962963,144,34.977578,30.269058,12687.13671,9670.959866,14.46855,28.9371,18.161435,100.388858,1755.810037
52.497417,93.4673,27,79,80,106,1162,176.705917,301,5.016667,1.962963,144,35.650224,30.269058,12695.26367,9670.959866,14.471638,28.943277,18.161435,100.388858,1755.810037
52.539192,93.568474,27,79,80,106,1161,176.731155,302,5.033333,1.962963,144,35.650224,30.941704,12741.3961,9964.605962,14.489146,28.978293,18.161435,99.147843,1788.14736
